"id","el_1","el_2","el_3","el_4","el_5","el_6","el_7","el_8","el_9","el_10","el_11","el_12","el_13","el_14","el_15","el_16","el_17","el_18","el_19","el_20","el_21","el_22","el_23","el_24","el_25","el_26","el_27","el_28","el_29","el_30"
"0.0","2.82515708166697","1.0454691702070589","1.3829967648201158","3.52727539170277","0.8295793347831291","3.5008710789735247","1.3578913876798708","1.4262654437466917","0.0","1.920033118847247","3.4866092198288863","0.0","4.209931133780402","0.0","0.6429043301066896","0.0","6.449253916350894","0.5337543759358208","0.5969377460510807","1.0564983624924749","0.0","0.8417686083619189","0.7791411408292362","4.669217020325863","1.0786527981925011","4.421545286295958","1.4596460790464267","4.267689317157941","0.0","0.8057599961131982"
"1.0","2.869544132620688","3.6422038793492253","1.3438984980229958","1.0401224483261233","0.8260265887560728","1.017627204123705","1.368256013753624","1.4454824932772665","0.0","1.9250074622651374","1.3893858350813282","0.0","4.251246457064192","0.0","0.6247156288068599","0.0","5.806090461095456","0.5409572380053815","4.0360123140345685","1.0549054581952448","0.0","0.8508523747120381","0.750807149396648","4.694119710457155","1.1109860487048764","4.426661219951793","3.63028758251594","4.329450884659794","0.0","0.8208651254564786"
"2.0","1.4078014092129325","1.0248755464098247","1.4054741162774809","3.5321036835311466","0.8412332050710348","3.507959673819056","1.38239150659465","1.4512620041022137","0.0","3.7155555480154936","1.411874698890478","0.0","4.335480058722638","0.0","0.6353363810351502","0.0","5.759012505788553","0.5543708358902413","0.5947439657227802","1.0482035514702013","0.0","0.8335618564599093","0.7851166000871559","4.816767564043606","0.0","4.423679032615342","3.6087222037892785","4.276233186069137","1.1401355829390591","0.815764156552592"
"3.0","2.875441031352197","1.0556858444950954","1.395812869744016","0.9977941123235887","0.8299706435769173","0.9854220229516012","1.4001724941847322","1.423782139650525","0.0","1.9102930976158121","3.4633523793975227","0.6499414571131137","5.731732402255124","0.0","0.6465736994091975","0.0","6.731063667326776","1.0607861973149717","0.5959686438518458","3.6537799353637452","0.0","0.8632639132292879","0.7592701213826374","4.845836529797675","4.001902865948941","5.400941822770174","1.4727248785457372","4.360628454581319","0.0","0.7838741962350564"
"4.0","2.8363078326397315","3.6220161699708013","1.3786543860143612","1.009127410005407","0.8476151981323157","1.0009711446392677","1.3536554311675995","1.394302487779239","1.07004919622157","1.8613254714530663","1.3770463397371153","1.4935891071051925","5.554134115229791","0.0","0.6226317153077269","0.0","6.812998668190292","1.9083930455013456","4.035858968476671","1.0069409515645005","0.0","0.8484870648675115","0.7512472627164235","4.791234477212844","0.0","5.361597005574858","3.6574553723714107","4.304673502417232","0.0","0.804670814586863"
"5.0","1.395167861609225","3.638352047675451","1.3484650197462582","1.025497634644669","0.8377104875365474","1.0082660324378339","1.3890119580082343","1.4350704545526964","0.0","3.6322330027372094","1.3730771702390427","1.5161655536550636","5.589732827916911","0.0","3.909663946787953","0.0","5.657235352471048","1.9231824745488768","0.5950902971868771","1.046698025357131","0.0","0.8726847761392265","0.7749096548362416","4.847386255017205","0.0","5.335816780837384","3.651820426915489","4.371455668805031","1.156605023205625","0.8020884607959391"
"6.0","1.3921469266475155","1.0293928686758114","1.3544469509235315","3.559887776328899","0.8160533756616318","3.5233620423897265","1.3730039734112587","0.0","1.0568446104716114","3.711438797301179","1.3884560569328621","0.0","4.358487529376299","0.0","0.6391578900359619","1.440058200402917","6.825641996342822","0.5478511945472679","0.5870526949854714","1.053476824884235","0.0","0.8342200867898073","0.762482754734478","4.676459847362291","0.0","4.553407669689345","3.6399421440866377","4.380684054109702","0.0","0.8114477357877267"
"7.0","1.4045067734532188","1.0292987940894778","2.9087013917901294","1.0049089094688985","3.800484844311106","0.9972486470030067","3.60574211306059","0.0","0.0","1.8661056717811988","1.409230134231727","0.0","4.253201982822504","0.0","0.6331984179063567","3.868679000734258","6.112744967364413","0.5349818815179707","0.5914819823244939","1.010208021870229","0.0","0.8440203007029966","0.7530455230868713","4.763881591362886","1.0699718456648342","5.422543497298212","1.4138979349768859","2.8581783069412476","0.0","0.7944979341175721"
"8.0","2.8435136828799377","1.0585333428536587","1.3821676233313966","1.0353967778417192","0.8122754159403089","1.0170477389588803","1.4034701826897027","0.0","3.535808555010905","1.8815614490173946","3.488056917695357","0.0","4.3129661870034015","0.0","0.624625546090759","0.0","6.651687087352289","0.5308386324157159","0.5972830343481171","3.6362527454031657","1.3505029424815604","0.8364943148340485","0.7808094999114685","4.712634919501086","0.0","4.559974585721744","1.4215060873721939","4.322091724429593","0.0","0.8030942196408253"
"9.0","1.378422185093083","1.0437592774943454","1.402122586524887","1.0125597123116497","0.8286456363423153","0.9849951810284525","1.4071585465804717","1.4183766109799467","0.0","3.658639520315771","3.4599615148760563","0.0","4.184740704459007","0.0","0.6435659376104969","0.0","6.003499775501676","0.5437396158211117","0.5873197457529679","3.6494704433209924","0.0","0.8526148544969433","0.7667123019022754","4.662339904195218","0.0","4.525412604064566","1.4114627405924993","4.414399125489837","4.175534885814717","0.7893379132032216"
"10.0","1.410584134249346","1.0407236299631146","2.884497702820484","1.0237208436064733","0.8303750898362044","1.0127868670305538","3.5721917521340094","3.5244672843725247","0.0","1.9236591614370553","1.4063688019779965","0.0","4.335724375297826","0.0","0.6363703304321745","0.0","6.356513151663244","0.5445019329141362","0.6041585484440892","1.0353231333432307","0.0","0.8696189815213704","0.7760913687939646","4.612757452679987","1.0992397124779991","5.295164858724717","1.4591100760072448","2.9714004040237","0.0","3.7811180393436654"
"11.0","1.4041873555988447","1.0300444222922707","1.3796377428251538","0.9960809295564502","0.8479952462413907","0.9946498589483159","1.3753172893602936","1.4514200467699598","0.0","3.71188823091054","1.3852904758761782","0.0","5.567902248082753","0.0","0.6267635092195526","0.0","6.029116750599263","0.8480693311659833","0.6103121909341725","1.020336900978013","0.0","0.8394211392823967","3.8459447860462026","4.765686573365642","1.09715311047757","5.3776127467469585","1.4556232094989399","2.9423632673325404","0.0","0.788572111734189"
"12.0","1.421863013287986","1.0638354910667442","2.9408955572451885","1.0378240694652592","0.818027749048036","0.9817129427431799","3.6134650293827533","3.5400556116604966","0.0","1.8706473971329358","1.4249496557176573","0.0","4.244569463832535","0.0","0.6447500248676892","0.0","6.483645150419923","0.5383666330700468","0.6044652395598858","1.0316008226980304","0.0","0.8531303587068064","0.7720857559364493","4.791243232722559","1.1060022911097152","5.267260479498473","1.4399668779341248","2.9043486534809375","0.0","3.7706274028180684"
"13.0","1.390226208739762","1.028607171667728","1.39240265075954","1.03540865138565","0.847195737626744","0.9858748611411892","1.3604230935961223","1.40349556374961","0.0","3.7141124686711517","1.4162952094880974","0.0","5.664340753775681","0.0","0.6362932596639549","0.0","6.696385507550567","0.8323754662020306","0.6032572521037889","1.043572507709741","0.0","3.8154072240816723","0.7701314201376229","4.7636539481103","0.0","5.371625700474424","1.4195556544617867","2.86000936799378","1.112081371417707","0.8157069792091269"
